tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
11970,cust_1197,True,Fri Jan 19 07:11:00 +0000 2024,"@AppleSupport iPhone 14 died and now wont charge or turn on, tried different cables my lawyer will be in touch if this isn't resolved today",11971,
11960,cust_1196,True,Sat Oct 05 10:26:00 +0000 2024,"@AppleSupport my iPhone 13 won't turn on at all, screen is completely black",11961,
11260,cust_1126,True,Mon Feb 12 15:44:00 +0000 2024,"@AppleSupport ios 18.1 update bricked my iPhone SE, stuck on apple logo",11261,
10600,cust_1060,True,Wed May 15 04:00:00 +0000 2024,"@AppleSupport my iPhone 14 battery is dying so fast after the update, its unusable now",10601,
11880,cust_1188,True,Thu Jan 04 02:44:00 +0000 2024,@AppleSupport screen went black mid call and iPhone 15 hasn't turned back on since,11881,
15501,AppleSupport,False,Tue Jul 16 09:06:00 +0000 2024,"@cust_1550 Great question! Quick Start makes device-to-device transfer easiest — just place your old and new device near each other and follow the prompts. For storage, check Settings > General > iPhone Storage for a full breakdown by app. Before selling, back up via iCloud or your computer, then use Settings > General > Transfer or Reset > Erase All Content and Settings. Happy to walk through any of these in more detail if you get stuck.",,15500
13971,AppleSupport,False,Sat Sep 07 14:40:00 +0000 2024,"@cust_1397 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,13970
13411,AppleSupport,False,Thu Jan 04 18:57:00 +0000 2024,"@cust_1341 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13410
10420,cust_1042,True,Sun May 12 06:55:00 +0000 2024,@AppleSupport is anyone else's iPhone 13 battery health tanking after ios 17.4? mine dropped to 68%,10421,
11501,AppleSupport,False,Mon Jan 15 00:46:00 +0000 2024,"@cust_1150 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11500
14050,cust_1405,True,Sat Feb 17 03:22:00 +0000 2024,"@AppleSupport want to book a repair for my Apple Watch, nearest store is always fully booked",14051,
10451,AppleSupport,False,Fri May 17 11:14:00 +0000 2024,"@cust_1045 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10450
15041,AppleSupport,False,Thu May 02 17:30:00 +0000 2024,"@cust_1504 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,15040
13321,AppleSupport,False,Wed Sep 04 15:07:00 +0000 2024,"@cust_1332 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13320
14351,AppleSupport,False,Thu Aug 01 03:33:00 +0000 2024,"@cust_1435 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14350
14911,AppleSupport,False,Wed Mar 13 11:33:00 +0000 2024,"@cust_1491 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,14910
11990,cust_1199,True,Tue Sep 24 00:40:00 +0000 2024,"@AppleSupport dropped my iPhone 13 in water and now it's not responding, please help",11991,
15010,cust_1501,True,Fri Jan 26 01:41:00 +0000 2024,@AppleSupport trying to get a refund for an accidental in-app purchase my kid made,15011,
11231,AppleSupport,False,Thu Jun 06 11:04:00 +0000 2024,"@cust_1123 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11230
10100,cust_1010,True,Sun Jun 30 02:52:00 +0000 2024,"@AppleSupport is anyone else's iPhone SE battery health tanking after ios 17.5.1? mine dropped to 82% i'm going to leave apple over this, genuinely furious",10101,
11251,AppleSupport,False,Tue Jul 02 08:58:00 +0000 2024,"@cust_1125 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11250
14241,AppleSupport,False,Thu Jun 27 10:42:00 +0000 2024,"@cust_1424 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14240
11471,AppleSupport,False,Mon Jun 17 11:21:00 +0000 2024,"@cust_1147 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11470
12680,cust_1268,True,Sun Oct 27 05:51:00 +0000 2024,"@AppleSupport iPad Pro died and now wont charge or turn on, tried different cables",12681,
16090,cust_1609,True,Fri May 17 09:36:00 +0000 2024,@AppleSupport how do i transfer photos from my old MacBook Air to my new one,16091,
12410,cust_1241,True,Wed May 08 09:28:00 +0000 2024,"@AppleSupport iPhone 13 died and now wont charge or turn on, tried different cables i want to speak to an actual human being, not a bot",12411,
10150,cust_1015,True,Sun Oct 13 06:41:00 +0000 2024,@AppleSupport is anyone else's MacBook Air battery health tanking after ios 17.4? mine dropped to 82%,10151,
16120,cust_1612,True,Mon Jul 08 09:36:00 +0000 2024,@AppleSupport how do i transfer photos from my old MacBook Air to my new one,16121,
10990,cust_1099,True,Sat Feb 24 08:06:00 +0000 2024,@AppleSupport after updating iPhone 13 to 18.1 apps keep crashing constantly,10991,
10831,AppleSupport,False,Mon Apr 29 13:43:00 +0000 2024,"@cust_1083 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10830
12060,cust_1206,True,Sun Mar 24 10:44:00 +0000 2024,@AppleSupport screen went black mid call and iPhone 15 hasn't turned back on since,12061,
13991,AppleSupport,False,Wed Apr 17 16:17:00 +0000 2024,"@cust_1399 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,13990
14730,cust_1473,True,Wed Aug 28 11:48:00 +0000 2024,@AppleSupport trying to get a refund for an accidental in-app purchase my kid made my lawyer will be in touch if this isn't resolved today,14731,
13710,cust_1371,True,Thu Jul 04 04:33:00 +0000 2024,"@AppleSupport how much would it cost to fix a cracked screen on my iPhone 13, still under warranty?",13711,
16011,AppleSupport,False,Wed May 22 10:36:00 +0000 2024,"@cust_1601 Great question! Quick Start makes device-to-device transfer easiest — just place your old and new device near each other and follow the prompts. For storage, check Settings > General > iPhone Storage for a full breakdown by app. Before selling, back up via iCloud or your computer, then use Settings > General > Transfer or Reset > Erase All Content and Settings. Happy to walk through any of these in more detail if you get stuck.",,16010
14881,AppleSupport,False,Sun Jan 28 13:59:00 +0000 2024,"@cust_1488 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,14880
13421,AppleSupport,False,Sun Oct 27 01:48:00 +0000 2024,"@cust_1342 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13420
13190,cust_1319,True,Sat Aug 17 11:47:00 +0000 2024,"@AppleSupport cant sign into icloud on my iPad Air, keeps rejecting my password even after reset",13191,
14360,cust_1436,True,Thu Jul 11 16:00:00 +0000 2024,"@AppleSupport want to book a repair for my iPhone SE, nearest store is always fully booked",14361,
13500,cust_1350,True,Sun Jan 14 15:47:00 +0000 2024,@AppleSupport two factor code never arrives when i try to log into my apple id,13501,
10071,AppleSupport,False,Mon Mar 18 18:05:00 +0000 2024,"@cust_1007 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10070
14221,AppleSupport,False,Tue Mar 12 04:23:00 +0000 2024,"@cust_1422 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14220
14461,AppleSupport,False,Mon Jul 29 13:14:00 +0000 2024,"@cust_1446 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14460
14920,cust_1492,True,Wed Feb 07 06:10:00 +0000 2024,"@AppleSupport got charged twice for apple music this month, need a refund",14921,
13111,AppleSupport,False,Thu Oct 17 16:27:00 +0000 2024,"@cust_1311 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13110
11581,AppleSupport,False,Thu Apr 04 18:41:00 +0000 2024,"@cust_1158 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11580
14101,AppleSupport,False,Mon Jun 17 14:18:00 +0000 2024,"@cust_1410 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14100
15641,AppleSupport,False,Wed Aug 07 02:26:00 +0000 2024,"@cust_1564 Great question! Quick Start makes device-to-device transfer easiest — just place your old and new device near each other and follow the prompts. For storage, check Settings > General > iPhone Storage for a full breakdown by app. Before selling, back up via iCloud or your computer, then use Settings > General > Transfer or Reset > Erase All Content and Settings. Happy to walk through any of these in more detail if you get stuck.",,15640
10490,cust_1049,True,Sat Apr 27 05:50:00 +0000 2024,"@AppleSupport iPhone SE won't hold a charge anymore, had it last month only",10491,
14021,AppleSupport,False,Fri Jan 26 08:06:00 +0000 2024,"@cust_1402 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14020
12300,cust_1230,True,Wed Sep 04 01:56:00 +0000 2024,"@AppleSupport dropped my MacBook Air in water and now it's not responding, please help",12301,
11850,cust_1185,True,Fri Feb 16 11:24:00 +0000 2024,"@AppleSupport dropped my iPhone 15 in water and now it's not responding, please help",11851,
11731,AppleSupport,False,Sun Apr 21 05:52:00 +0000 2024,"@cust_1173 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11730
12061,AppleSupport,False,Sun Mar 24 14:14:00 +0000 2024,"@cust_1206 That's frustrating, let's troubleshoot. Please try: 1) Connect to a wall charger (not a computer) for 30 min minimum, then attempt a force restart. 2) Check the charging port for lint/debris. If there's no response after that, or if liquid was involved, this typically needs a hands-on look at an Apple Store or Authorized Service Provider — liquid damage isn't something we can diagnose over DM. Let us know your location and we can find the nearest one.",,12060
13511,AppleSupport,False,Wed Apr 17 04:46:00 +0000 2024,"@cust_1351 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13510
15371,AppleSupport,False,Sun Apr 28 11:05:00 +0000 2024,"@cust_1537 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,15370
12520,cust_1252,True,Wed Sep 18 02:14:00 +0000 2024,"@AppleSupport dropped my iPhone 14 in water and now it's not responding, please help",12521,
10671,AppleSupport,False,Thu Sep 05 06:54:00 +0000 2024,"@cust_1067 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10670
13501,AppleSupport,False,Sun Jan 14 17:13:00 +0000 2024,"@cust_1350 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13500
11090,cust_1109,True,Tue Jul 09 08:44:00 +0000 2024,"@AppleSupport cant update to ios 17.2, keeps saying 'unable to verify update' @AppleSupport",11091,
11940,cust_1194,True,Sun Jun 02 02:10:00 +0000 2024,"@AppleSupport dropped my iPad Pro in water and now it's not responding, please help",11941,
11641,AppleSupport,False,Wed May 01 09:33:00 +0000 2024,"@cust_1164 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11640
15530,cust_1553,True,Mon Jan 29 14:01:00 +0000 2024,@AppleSupport how do you turn off those annoying notification previews on MacBook Air,15531,
11060,cust_1106,True,Wed Oct 23 03:12:00 +0000 2024,"@AppleSupport cant update to ios 17.4, keeps saying 'unable to verify update' @AppleSupport",11061,
12301,AppleSupport,False,Wed Sep 04 02:40:00 +0000 2024,"@cust_1230 That's frustrating, let's troubleshoot. Please try: 1) Connect to a wall charger (not a computer) for 30 min minimum, then attempt a force restart. 2) Check the charging port for lint/debris. If there's no response after that, or if liquid was involved, this typically needs a hands-on look at an Apple Store or Authorized Service Provider — liquid damage isn't something we can diagnose over DM. Let us know your location and we can find the nearest one.",,12300
14420,cust_1442,True,Mon Sep 23 02:54:00 +0000 2024,"@AppleSupport want to book a repair for my iPhone 15, nearest store is always fully booked",14421,
11800,cust_1180,True,Thu May 09 07:16:00 +0000 2024,"@AppleSupport iPhone SE died and now wont charge or turn on, tried different cables",11801,
11690,cust_1169,True,Thu Aug 08 11:57:00 +0000 2024,@AppleSupport after updating iPhone SE to 17.2 apps keep crashing constantly my lawyer will be in touch if this isn't resolved today,11691,
12651,AppleSupport,False,Wed Sep 11 09:07:00 +0000 2024,"@cust_1265 That's frustrating, let's troubleshoot. Please try: 1) Connect to a wall charger (not a computer) for 30 min minimum, then attempt a force restart. 2) Check the charging port for lint/debris. If there's no response after that, or if liquid was involved, this typically needs a hands-on look at an Apple Store or Authorized Service Provider — liquid damage isn't something we can diagnose over DM. Let us know your location and we can find the nearest one.",,12650
13981,AppleSupport,False,Fri Jan 05 09:27:00 +0000 2024,"@cust_1398 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,13980
13020,cust_1302,True,Fri Jun 28 11:54:00 +0000 2024,"@AppleSupport cant sign into icloud on my iPhone 13, keeps rejecting my password even after reset",13021,
15111,AppleSupport,False,Tue Mar 12 15:13:00 +0000 2024,"@cust_1511 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,15110
13231,AppleSupport,False,Tue Oct 08 11:46:00 +0000 2024,"@cust_1323 We understand how urgent account access is. For a disabled Apple ID, you'll need to go through account recovery at iforgot.apple.com — this can take anywhere from a few hours to several days depending on your account's security settings, and we can't expedite it over social media for security reasons. If you're not receiving 2FA codes, check that the trusted phone number on file is still active. DM us if you want us to check for any account restriction notices on our end.",,13230
11170,cust_1117,True,Mon Jul 22 01:31:00 +0000 2024,"@AppleSupport cant update to ios 17.2, keeps saying 'unable to verify update' @AppleSupport",11171,
14880,cust_1488,True,Sun Jan 28 11:05:00 +0000 2024,@AppleSupport why was i charged $9.99 for an app i never downloaded,14881,
12240,cust_1224,True,Tue Jul 09 04:23:00 +0000 2024,"@AppleSupport iPad Air died and now wont charge or turn on, tried different cables",12241,
11700,cust_1170,True,Mon Mar 04 07:44:00 +0000 2024,@AppleSupport lost all my photos after the 17.4 update??? this is insane,11701,
14371,AppleSupport,False,Fri Mar 01 11:11:00 +0000 2024,"@cust_1437 Coverage depends on your AppleCare status — you can check this anytime at checkcoverage.apple.com with your serial number. Screen repairs for devices out of AppleCare+ are billed at the out-of-warranty rate, which varies by model. For booking, the Support app or apple.com/apple-store often shows slots that don't appear on the walk-in calendar. DM your device serial and zip code and we'll help find the earliest available appointment.",,14370
16100,cust_1610,True,Sun Jul 07 06:28:00 +0000 2024,@AppleSupport how do i transfer photos from my old iPhone SE to my new one,16101,
11360,cust_1136,True,Wed Jan 24 00:22:00 +0000 2024,@AppleSupport after updating Apple Watch to 18.0 apps keep crashing constantly my lawyer will be in touch if this isn't resolved today,11361,
14140,cust_1414,True,Thu Feb 29 02:36:00 +0000 2024,"@AppleSupport genius bar keeps rescheduling my repair appointment, so annoying",14141,
15650,cust_1565,True,Fri Aug 09 02:41:00 +0000 2024,@AppleSupport how do you turn off those annoying notification previews on MacBook Air,15651,
11550,cust_1155,True,Tue Jan 16 13:27:00 +0000 2024,@AppleSupport after updating MacBook Air to 18.1 apps keep crashing constantly,11551,
14771,AppleSupport,False,Fri Oct 11 14:38:00 +0000 2024,"@cust_1477 We're sorry for the billing trouble. Most subscription and purchase issues can be resolved directly at reportaproblem.apple.com, where you can flag a specific charge for refund review — most requests are processed within 48 hours. Duplicate charges are often a pending authorization that drops off automatically in 1-3 business days rather than a real double-charge, but if it's still there after that, use the link above and we'll escalate from our end too.",,14770
15461,AppleSupport,False,Thu Mar 07 03:08:00 +0000 2024,"@cust_1546 Great question! Quick Start makes device-to-device transfer easiest — just place your old and new device near each other and follow the prompts. For storage, check Settings > General > iPhone Storage for a full breakdown by app. Before selling, back up via iCloud or your computer, then use Settings > General > Transfer or Reset > Erase All Content and Settings. Happy to walk through any of these in more detail if you get stuck.",,15460
10631,AppleSupport,False,Tue Feb 20 12:48:00 +0000 2024,"@cust_1063 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10630
12230,cust_1223,True,Tue Jun 11 12:53:00 +0000 2024,"@AppleSupport my iPhone 13 won't turn on at all, screen is completely black my lawyer will be in touch if this isn't resolved today",12231,
14290,cust_1429,True,Sat Aug 31 07:08:00 +0000 2024,"@AppleSupport how much would it cost to fix a cracked screen on my iPad Air, still under warranty?",14291,
12150,cust_1215,True,Tue Jul 02 06:52:00 +0000 2024,"@AppleSupport iPhone 14 died and now wont charge or turn on, tried different cables",12151,
10231,AppleSupport,False,Tue Jun 25 11:08:00 +0000 2024,"@cust_1023 Thanks for reaching out. Battery health issues after an update are usually tied to background app refresh re-indexing after the install, which settles in 24-48h. If it's still bad after that, an official diagnostic can check battery health % in Settings > Battery > Battery Health, and we can look at repair/replacement options if it's below 80%. DM us your device serial so we can look into your specific case.",,10230
11781,AppleSupport,False,Mon Feb 05 17:18:00 +0000 2024,"@cust_1178 Sorry for the trouble — this sounds like the update got interrupted. First try a force restart (hold volume down + side button until the Apple logo appears). If it's stuck on the logo for over 15 minutes, connect to a computer and restore via Finder/iTunes in recovery mode — this should NOT erase data if it's a failed update rather than a factory reset. If you're on macOS/Windows and comfortable with these steps, DM us and we'll walk through it live.",,11780
11620,cust_1162,True,Mon Apr 29 16:06:00 +0000 2024,@AppleSupport after updating iPad Air to 18.0 apps keep crashing constantly,11621,
16291,AppleSupport,False,Tue Aug 27 03:07:00 +0000 2024,"@cust_1629 Great question! Quick Start makes device-to-device transfer easiest — just place your old and new device near each other and follow the prompts. For storage, check Settings > General > iPhone Storage for a full breakdown by app. Before selling, back up via iCloud or your computer, then use Settings > General > Transfer or Reset > Erase All Content and Settings. Happy to walk through any of these in more detail if you get stuck.",,16290
12151,AppleSupport,False,Tue Jul 02 10:16:00 +0000 2024,"@cust_1215 That's frustrating, let's troubleshoot. Please try: 1) Connect to a wall charger (not a computer) for 30 min minimum, then attempt a force restart. 2) Check the charging port for lint/debris. If there's no response after that, or if liquid was involved, this typically needs a hands-on look at an Apple Store or Authorized Service Provider — liquid damage isn't something we can diagnose over DM. Let us know your location and we can find the nearest one.",,12150
16260,cust_1626,True,Sat Jun 15 15:53:00 +0000 2024,@AppleSupport how do i transfer photos from my old iPhone SE to my new one,16261,
