customer_tweet_id,customer_text,brand_tweet_id,brand_text,weak_intent
2682,ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum!,2681,"We'd love to help with your alarm volume. Is the option to ""Change with Buttons"" disabled under Settings &gt; Sounds?",software_update_issue
2684,live photo keeps turning on in the camera even when it’s set to stay off. Please fix in next update.,2683,"Hey, we can work together to figure out a solution. Send us a DM and we'll continue from there.",software_update_issue
3761,Listen I’m having issues with my phone so like can you @ me so we can talk,3760,We're here to help. Send us a DM with the issue and we'll follow up from there.,general_inquiry
3764,not only does my phone keep freezing but when i screenshot things it turns out white... really not liking this iphone 8 plus,3762,Let's look at this together. Are you updated to iOS 11.1?,device_hardware_issue
3767,I’m no expert in battery life but 40% doesn’t go to 7% in 5minutes,3766,"We understand your concerns, and want to help. Which device is this happening on?",battery_performance
3770,this is my top bar every time I open messages on my SE after updating to iOS 11.1,3768,Thank you for reaching out to us. Have you tried to restart the device? Let us know to get started.,software_update_issue
3773,iOS 11.1 - keyboard lag. 🤨,3772,We'd like to take a look into that with you. Would you please join us in DM to get started?,software_update_issue
4871,Really considering getting a new kind of phone since my iPhone dies with 90% while using my camera 😤 @318,4869,We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?,general_inquiry
4875,Come on #ios11.1 Same bug as before. Numbers disappear when entering info. Video below. #iosproblems,4873,Let's investigate this together. Does this only occur when using specific apps or website?,software_update_issue
4879,I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists.,4878,We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there.,general_inquiry
4882,tell me why I️’I’ve updated my phone twice and I️ can’t type letter I️ without getting a letter A and a question mark,4880,We're here for you. What is the exact version of the iOS you're running? Check by tapping Settings &gt; General &gt; About.,general_inquiry
4890,"whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?",4887,We know how important it is to be able to view your photos. Are you able to see older photos on your iPhone?,general_inquiry
4896,please make this stop!!!,4894,"Let’s work together on this behavior. How long has this been happening? Also, which device are you using?",general_inquiry
4901,Please fix the battery issues in Ios 11!,4899,We want to make sure you have a working battery. Have you had a chance to update to the latest 11.1?,battery_performance
4906,The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown.,4904,We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps:,general_inquiry
4909,コレは本当に困る、ゲームも出来なくなったしアップデートしなきゃ良かった´д` ; → 「バッテリーの減りが激しい」という問題に関しても同様）。,4908,We offer support via Twitter in English. Contact us for help in your preferred language here: .,general_inquiry
4912,Series1 #Applewatch would consistently get 18 hrs + per charge prior to last update. Now 12-13 hrs max.Died @ gym 2nite. Wtf ?,4910,"We want your Apple Watch to keep up with you at the gym. To begin, which watchOS is installed?",software_update_issue
4917,. why my iPhone keep dying at 30% quit playing games I'm not getting no new damn phone or iPhone x,4916,We'd like to help. What iOS version are you on?,general_inquiry
5812,just updated my 7 plus to 11.1 but I can’t see the new emojis on my watch. Pls help.,5811,Got it. Have you updated your Apple Watch to 4.1 yet?,general_inquiry
5816,I️ &lt;— wtf is going on,5815,We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,general_inquiry
5819,I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now?,5817,We'd be happy to help. Check out this link to for more information:,general_inquiry
5821,"Dear this new update sucks ,I have too many problems with my phone now ! Blurry screen , black screen , frozen phone !",5820,Getting the expected performance from your iPhone is very important to us. Let us know the exact iOS version to get started.,device_hardware_issue
5825,"excuse me, can someone explain to me why when I type an “I️” alone I️ get an A and a question mark???????",5824,We'll be happy to take a look into it with you. Please send us a DM with what version of iOS you have.,general_inquiry
5833,"sa fait 1h j’ai ios11.1 et mon tel redemarre seul, explication ?????",5832,We offer support via Twitter in English. Contact us for help in your preferred language here:,software_update_issue
5835,You dropped an update and I️ still see boxed question marks. Fix this shit .,5834,We're here to help. Which version of iOS is installed on your device? You'll see this in Settings &gt; General &gt; About.,software_update_issue
5839,Just updated to iOS 11.2 and my keyboard is completely screwed up and glitchy now 🤦‍♂️,5836,We'd like to assist as best we can. Do you mean iOS 11.1 which was released today?,software_update_issue
5845,Updated iPad Pro to 11.1. Worked on draft email. None of changes saved. Started new email. Saved but disappeared. Help please,5843,We'll help in any way we can. Was this on an email account?,general_inquiry
5853,why is my “it “ autocorrecting to I.T?? So annoying! Can’t change in settings either...,5852,We'd love to help. Let's work together in DM.,general_inquiry
6483,Hello what’s happening to my screen,6482,We'd love to take a look into this concern. Is the screen stuck this way have you restarted it? Send us a DM.,general_inquiry
6554,how long does it take usually for account recovery to get back to you? It’s been about a week now.,6553,Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here:,general_inquiry
6608,the fact that my laptop that I haven't even had for two years keeps shutting off without warning at 15% is kind of ridiculous.,6607,Let's see what we can find for you today. Let's meet up in DM to gather some specifics and we'll proceed from there.,general_inquiry
6919,"I installed the iOS 10.0 , 10.0.1 and 10.0.2 and makes my iPhone 6 very slow and doesn’t work properly can you help me?",6918,"We can help! We assume you mean iOS 11, right? Can you tell us what types of performance issues you're experiencing?",software_update_issue
6928,my iPhone is a fully up to date so why does my phone keep freezing 🙃???,6927,"We want to help in any way we can. Which iPhone are you using? Let us know in DM, and we’ll work with you there.",device_hardware_issue
6934,after the new apple updates: the battery life is really go fast and the WiFi is always on! #newappleupdates,6933,We'd love to help. Let's work on this together in DM. Start by letting us know what kind of device you are using.,battery_performance
8297,Hello there i need help with the use of an administartors name and password on my imac,8296,Hi! We're happy to help. Join us in DM with the macOS version installed on your iMac and more details about what's going on.,account_security
8299,DL the latest iOS today. Very laggy 6s. Phone is running like hammered dog shit since the DL.,8298,Are you seeing issues across all apps or are you noticing lag when performing specific tasks? Let us know in DM.,general_inquiry
8302,Every time I watch a live broadcast or video it skips or repeats a few seconds since updating,8300,"We'd like to learn more about what's happening. What model &amp; iOS version are you working with? Tell us in DM, please.",general_inquiry
8313,i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,8311,Thanks for reaching out to us. We're happy to help out. We recommend checking out this link:,general_inquiry
8340,only 8 attempts to open the twitter app and complain about the iOS 11 messing up my iPhone 7 - this is slowing down my life :(,8339,We'd like to look into this with you. Please DM us details and we'll be glad to work with you towards a resolution.,software_update_issue
8548,lil help?,8547,We'd love to help. DM us which iOS device you are experiencing this issue on to get started.,general_inquiry
8557,"is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",8556,We want to make sure we understand the issue. Are you wanting to disable the passcode and still use Touch ID?,general_inquiry
8561,hey what’s going on with the letter I . When i start to. Type this happens below,8558,"Let's look at this together. To begin, are you completely updated to iOS 11.1?",general_inquiry
8570,"FYI, Folders no longer show Folder Names after update unless folder highlighted.",8569,Thanks for reaching out. For help with AppleTV reach out to our experts here:,software_update_issue
8574,this is the second Fishing email that I have gotten in 2 days,8572,We are here to help. Please refer to the following article for steps to report these emails:,general_inquiry
8577,since upgrade to High Sierra I see this screen each time my iMac reboots thus defeating automatic login I need. Help.,8576,"Thanks for reaching out to let us know about this. So we can look into this with you, please DM us here:",general_inquiry
8579,"I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?",8578,"Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this.",billing_subscription_refund
9152,"Hey , what’s up with this new autocorrect? Happening on iPhone 7 Plus and iPhone 7.",9150,Let's take a look at this issue together. Which iOS version is your device currently running?,general_inquiry
9162,"My iPhone is so damn glitchy, not sure this upgrade to the 8 was worth it. I can’t even send pictures 😡",9161,Let's see how we can help over Twitter. Is iOS 11.1 the version installed and have you tried any steps? Which app is it?,general_inquiry
9170,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。,9168,We offer support via Twitter in English. Contact us for help in your preferred language here:,general_inquiry
9174,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias #newupdate",9172,We offer support via Twitter in English. Get help in Spanish here: or join,general_inquiry
9176,the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix?,9175,We'd like to help. Send us a DM and we can start there.,software_update_issue
9178,what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,9177,We'd like to help. We received your DM and will continue there.,general_inquiry
9180,"I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",9179,We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes:,general_inquiry
9187,hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,9185,Let's team up and get the exclamation point working right. Which model do you have? Is iOS 11.1 installed?,general_inquiry
9193,Ayo fix this whole question mark box ting dem shits annoying.,9192,"Hi, can you tell us more about this in a DM? We'll look into this together from there.",general_inquiry
9195,I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?,9194,Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM.,warranty_repair_request
9304,why are my I ‘s changing into I️ ?!!!!!,9303,Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,general_inquiry
9835,Dear why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens.,9833,We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.,general_inquiry
9838,updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,9837,We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?,general_inquiry
9840,"mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",9839,We offer support via Twitter in English. Get help in Spanish here: or join,general_inquiry
9843,FOCO AQUI Q Q TÁ ACONTECENDO ~ iOS 11 guloso,9841,"Since our Twitter support is available in English, get help at or join",software_update_issue
9848,hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,9846,Thank you for reaching out. May we ask which apps you're seeing the keyboard issue with?,general_inquiry
10671,"So, since updating the latest iOS, Pages no longer lets me open any docs, all show, just don’t open. Suggestions? Anyone?",10668,"Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?",general_inquiry
10674,"after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?",10673,"Hi, we'll be happy to help. To start, let's give the troubleshooting steps in this article a try:",software_update_issue
10679,Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada,10678,"Since our Twitter support is available in English, get help at or join",general_inquiry
10683,Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,10682,We offer support via Twitter in English. Get help in Spanish here: or join,general_inquiry
10689,updated to iOS 11.1 and there's so many glitches and bugs I found inside the update,10688,We'd be happy to help. Send us a DM and we can start there.,software_update_issue
10691,Downloaded new software update and my iPhone 6S in perfect condition magically became inoperably glitchy. What a coincidence,10690,We want you to have a smooth experience with our updates. What exactly is happening with your iPhone?,software_update_issue
10694,why do I not have my October challenge ring after competition? 😡😡,10692,"If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.",general_inquiry
11101,"music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11",11098,"We're here to help. Did this happen after a specific update, or just recently? Thanks!",software_update_issue
11118,"my watch has been saying I’ve been averaging 57 minutes, now today it’s 52, I checked and did the math it’s 57... what the???",11117,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,general_inquiry
11122,would love to know why my pictures look like this when I take a picture 😡,11121,We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?,general_inquiry
11129,lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell?,11128,We want to look into this with you. DM us and let us know what model of computer you use this cord with.,general_inquiry
11134,My Touch ID failed when I restarted my phone. Now it’s not working at all,11132,"Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?",general_inquiry
11139,I get prompted for a system administrator password on a MBP MacOS but there is no system administrator account I’m aware of!!,11138,Let's take a closer look together. Which macOS version is installed currently? Where does this screen come up on your Mac?,account_security
11628,I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help.,11627,"We're here to help. After backing up your device, let's try updating your device through iTunes:",software_update_issue
11633,Since I updated my iPhone I can’t download apps now. Thanks 🙄🙄🙄,11631,Are you on the latest iOS 11.1 version?,general_inquiry
11645,How do I get rid of this notification?,11644,Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?,general_inquiry
11655,is my #IphoneX really going to ship between December 5-11? I preorder right when preordering open at 12:01,11654,Thank you for reaching out. May we ask where you're located? Let us know in DM.,general_inquiry
11659,Fix my shit,11658,"We're always ready to help, but we'll need more details to start. Reply by DM with which model is it and what's happening with it.",general_inquiry
11661,fix it,11660,"We want to help you. DM us, and let us know what's going on. We'll look into this.",general_inquiry
11663,how will iphone x recognize me with face id if I am wearing my du rag?,11662,Great Question! You can read more about changing your appearance with Face ID here:,general_inquiry
11992,your latest iOS update had made my phone slower and apps like iMessage are slow to open and load. What’s up with this?,11989,Hi. We are here to help. What is the specific iOS version that you have?,software_update_issue
12000,what’s up with the letter “i” man? pls fix. i’m annoyed.,11997,You've come to the right place. May we ask when you started to notice the situation?,general_inquiry
12013,Excuse me : when y’all gonna address the fact that some glitch is turning Is into hieroglyphics?!,12011,We want your predictions to be accurate. Please DM us with the current version of iOS you have.,general_inquiry
12566,It's a shame that Siri can't be used to turn off the timer. Pain to do it with messy hands. Send to the idea file?,12565,We value your feedback. Feel free to leave it here:,general_inquiry
12572,is there a way to opt out of iMessage and FaceTime during initial setup on an iPhone?,12571,"We're here for you. There isn't a way to avoid iMessage activation with a number, but you can turn it off:",general_inquiry
12581,why does I️ keep showing up as symbols?,12579,We'd like to see what we can do to assist. What iOS version are you running?,general_inquiry
12584,why is my phone doing this,12583,Let's look into this for you. Send us a DM with your iOS version to get started.,general_inquiry
12586,"What do you make of this? (Top left corner) I am a US customer, and I think my phone has been hacked.",12585,Let's look into this for you. Send us a DM with your current iOS version to get started.,general_inquiry
12596,"Seems I have a virus, I’ve been getting these pop-ups:",12595,Your security is our absolute priority. Visit this link for info on pop up adds in Safari:,general_inquiry
12599,APPLE WHY IS MY “I️’s” coming out as question marked boxes &amp; pounds ?! Fix it jeezus,12597,Hi. We are here to help. What version of iOS do you have?,general_inquiry
12602,Why do you keep charging my card for FREE apps? Im not happy at all.,12601,"We're here for you. For unrecognized charges, use: For more help, contact us:",general_inquiry
12605,What’s with the I️ I️ I️ I️ I️ I️? I️ just want to write an I️ (eye),12603,Can you confirm what iOS version you are running?,general_inquiry
12608,Eye can’t type the letter eye without it changing to a? ... yes I️ reset the keyboard,12606,We'd love to help! Which version of iOS are you currently updated to? What Keyboards do you have installed?,general_inquiry
12612,sooooooo any plans to fix all these bugs from the software updates for the iPhone 7??,12610,We're here to help. What iOS version are you on?,software_update_issue
13197,Écran d’iPhone cassé. Impossible à connecter sur iTunes ... des astuces svp ?,13195,We offer support via Twitter in English. Contact us for help in your preferred language here:,general_inquiry
13203,my OTG adapter doesn't work on i8plus ios 11.1,13202,Thanks for reaching out! Please DM your information so we can help with a solution.,software_update_issue
13211,what is happening with my phone??? I️ wrote “I️ got” and that happened,13210,We can look into this issue together. Send us a DM and let's begin.,general_inquiry
13224,MacOS Sierra is taking up over 100G of my 120G SSD. Why does it take up that much space and can I do anything about it?,13223,Let's team up in DM and determine how we can clear up this space. You can reach us at the link below.,general_inquiry
13580,buggie spotted,13577,"Let's work this out! Have you been able to update to iOS 11.1? If not, use the steps here:",general_inquiry
13584,"Dear team, after update my iPhone 6 Plus its hang in the Apple logo screen.",13582,"Don't worry, we've got you covered! Check out the steps listed here:",software_update_issue
13586,I got a crazy security bug issue with iOS 11.1,13585,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,software_update_issue
13588,Why do I need a sim card when I’m joined to the WiFi? I’m only using this phone to test websites.,13587,"You'll need to insert a SIM and activate the iPhone, once that's done you can remove the SIM and use the iPhone on Wi-Fi.",general_inquiry
13590,Tudo bom ??? Todos estão com o mesmo problema e é sempre com o iPhone 7 o que está acontecendo???,13589,"Since our Twitter support is available in English, get help at or join",general_inquiry
13931,This what happens to my iPhone after I downloaded IOS 11.1,13930,We certainly want to help! Is this while connected to iTunes? Send us a DM to let us know.,software_update_issue
13933,"after updating to ios 11.1 I have no service, displays no service. reset networking settings does nothing",13932,We'd like to see what we can do to assist. DM us and we'll continue from there.,software_update_issue
13938,it’s been doing this for two days... cmon,13936,"We're anxious for you to have access to your downloads. Have you had a chance to restart the iPhone? If not, let's do that now.",general_inquiry
13942,super frustrating trying to send a pano but sending photo works just fine?? Am I doing something wrong? #iOS11 👎,13940,You've come to the right place. We're eager to help. Is this happening with SMS (non-iPhone) contacts as well?,software_update_issue
13945,Wait why did my letter “I️” change into weird characters?!?,13944,We'd like to look into this. Does this happen in all apps you use the keyboard with? Which device is this happening on?,general_inquiry
13949,I have updated my WatchOS but cannot stream the radio on LTE () . Wi Fi (both tethered and direct from watch) works,13948,You're in the right place for help. Let us know in a DM if the issue started randomly or since you first setup the Watch.,general_inquiry
13951,HELP EVERYTIME I️ TYPE I️ ONLY SYMBOLS COME UP I️ WANT TO BE ABLE TO TALK ABOUT MYSELF,13950,We know it's important to have your device working correctly. We'd like to help. Let's meet in DM.,general_inquiry
14182,what’s up with autocorrect changing it to i.t? i’ve already tried to do the text replacement trick and i.t won’t work,14181,We'll do everything we can to help get this resolved. What type of device are you using and which version of the operating system is currently installed? Tell us the answers via DM. We'll meet up with you there.,general_inquiry
14212,IOS 11 has been a nightmare since I downloaded it. Battery SOC is all over the board and slower than ever before,14211,That should not be happening. We'd be happy to help. Which iOS version are you currently using? You can check in Settings &gt; General &gt; About.,battery_performance
14231,why iOS Keyboard looks weird in Landscape mode i was typing like nfjfhfbd wanzkdejfc c #fallontonight Help me!!,14230,"Let's work together to figure out what's happening with the keyboard on your iOS device. Send us a DM with what type of device you're using, along with your specific iOS version. We'll continue working with you there.",general_inquiry
14308,MMS bug on iOS 11.1. MMS won’t send on iPhone 6S.,14305,We'd like to look into what's going on with your MMS. What happens when you try to send? Do you get an error?,software_update_issue
14311,Can I un-update my phone so it can stop freezing up and I can stop having to reset it 10 times a day? 🙃,14310,Thank you for reaching out to us. Let's take a look at this in DM.,software_update_issue
14313,Can’t share any photos from iCloud with iOS 11.1,14312,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,software_update_issue
14319,"My Calendar app doesn’t work at all after iOS 11.1, can’t see other months and it just shuts down, I have an IPhone SE",14318,We want to help you. Are there any troubleshooting steps you tried on your own? We want to make sure we don't repeat any steps.,software_update_issue
14324,just purchased iTunes movie on ATV in HD. Stops to buffer and stream every 5 minutes. Very unpleasant experience. Never had issues with movies. @55 showing 30+ mbps DL🤷🏻‍♂️,14323,We want to help with your Apple TV. Click here to reach our team that can assist with your Apple TV:,general_inquiry
14326,"Updated my phone last night &amp; now its stuck in headphone mode, cant hear anything on video, FaceTime &amp; call sound goes in&amp;out",14325,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,general_inquiry
14328,why does this keep happening? Started prior to iOS 11.1 update. Still happens post update.,14327,Let's look at this closer. Please DM us.,software_update_issue
14334,. WHY DOES THIS KEEP HAPPENING😭,14333,We want to help! DM us and let us know more about the issues you are having.,general_inquiry
14838,iOS 11 is draining the battery on my iPhone 7 twice as fast as iOS 10. Help!,14836,We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in?,battery_performance
14862,my phone was acting up. I then restarted it and now all it does is stay on the apple logo when I turn it on. Wtf,14860,We’ve got your back. Let us know if the steps in this article help with your iPhone:,general_inquiry
14865,I’ve tried to do the upgrade program online and can’t. t-mobile as a carrier and no apple store closer then 3hours away. Help,14864,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance.,general_inquiry
14867,Hey the new iOS is killing me! Email freezing and horrific battery life. What gives- I can’t even go back to old iOS. Grrrrrr,14866,We're here to help. DM us which iOS device you are using to get started.,battery_performance
14869,add me to the list of the people having the “question box” autocorrect thing. Running the most current iOS on an iPhone8+.,14868,Hey there. Let’s take a look further into this. DM us letting us know when this started.,general_inquiry
15315,"4 hrs w/iOS 11.1, no change in battery consumption . Thanks anyway. Can we have iOS 10 back ?",15314,We're sorry to hear you're still having problems. Please DM us and we'll go from there.,battery_performance
15433,Anyone else having battery issues in IPhone? Degrading way to fast.,15432,"Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here:",battery_performance
15467,hi all. and settings apps keep crashing on iOS 11.1.2. See attached video. Is this a known issue?,15466,Thanks for bringing this to our attention. We'd like to look into this further. Please click here to join us in DM:,device_hardware_issue
15712,"Hey , what is going on with the “I️” key in iOS 11.1. When you press it, it defaults to a weird character and skips spaces.",15710,Let's look into this for you. Send us a DM and we can check on available options.,software_update_issue
15719,Actualize a iOS 11.1 y sobrecalienta el equipo,15718,We offer support via Twitter in English. Get help in Spanish here: or join,software_update_issue
15722,"6 years later I still can’t access Contacts on iCloud, what do we need to do to finally get this fixed, ? //cc",15720,"You should be able to access your iCloud contacts on the web. DM us, and we'll see what we can do.",general_inquiry
17292,"So you spend over one thousand pounds on a new #Apple laptop, it breaks, goes in for a two week repair and then comes out... BROKEN AGAIN. I can’t even get through to customer service now. #rippedoff",17291,"We're happy to help you out here. Let's meet up in DM, and we can work together. Please let us now a few more details about the issue as well as the type of Mac and your current country as our options are a little different around the globe.",warranty_repair_request
17307,"in a matter of 4 hours i had to make 3 hard resets on my phone, i just made 2 hard resets on this phone’s life before iOS 11. fix this",17306,Certainly not what we want you to experience. We'd love to look into this with you and help resolve ensure your iPhone is working 100% as expected. Please DM us and let us know which iPhone and the exact version of iOS you're using.,software_update_issue
18872,"the screen on our iPad Pro has stopped working 😔. I've read a few articles about weak screens on some models - is there anywhere I can check the model number, or will it be a £400 repair bill? Thanks",18870,"Thank you for reaching out to us. We'd be happy to try everything possible to provide the best support options. First, let's work as a team as we gather more information. DM us if you noticed any changes before the screen went black. What iOS is the device running?",warranty_repair_request
18886,my Apple Watch has been like this for 2 days any suggestions. Also tried to do a reboot but to no avail.,18885,"Thanks for the photo, and for reaching out to us. We'll do all we can to get your Apple Watch up and running for you. We'd like a few details from you in order to assist. Please meet us in DM so we may ask some isolation questions, and resolve your issue.",general_inquiry
18888,What should I do ? 🤕 my iPhone's temp feels normal though,18887,We can look into what's happening with the flash on your iPhone. How long have you been seeing this? Does a restart help? Which version of iOS are you using? You can check that in Settings &gt; General &gt; About. Let us know in DM and we'll work from there.,general_inquiry
18892,"My iphone 7 stuck on apple logo and keep rebooting , What can i do to fix it without losing any data !",18891,"That is not the experience we want you to have. Let's work as a team to get the iPhone up and running. First, we will need to gather more information. Please DM us the iOS version and what was happening before the device began restarting.",device_hardware_issue
20022,12/9TB of storage completely unusable and what happened to the data? What’s up Apple? 2/2,20020,We'll be happy to see how we can help. Which Mac are you using this with?,general_inquiry
21134,"just installed your latest update on my 6s, it failed, and now my phone won't even restore ""error 21"", thanks apple",21133,"We're happy to help get your iPhone back up and running. To start, check out the steps for that error here:",software_update_issue
21155,"Day 6 in the iTunes Lockout. I cannot get help or explanation. Cannot download apps, update them or play music on my iPhone. I bet some angry employee locked a thousand accounts and now won't pick up at 1-866-9703764 #BadApple",21154,That is not the experience we want you to have. We'd be happy to look into this with you. Can you DM us what you are experiencing with your iTunes account? What do you currently see on the screen? Are you signed in to the account? We'll continue this in DM.,software_update_issue
22988,"Trying to download an app to a family member's phone that I purchased as the family group organizer. Being asked to purchase it, but I don't want to be charged again. Suggestions?",22987,"We can help. As long as this app supports Family Sharing, you'll be able to download it by following the steps in our article. Give them a shot, and let us know if this continues:",billing_subscription_refund
22995,help!! My Mac App Store will not open so I cannot update my 2015 MacBook Pro currently running on OS X Yosemite 10.10.3,22993,We'll be happy to assist. Are you getting any errors when you try to open the Mac App Store?,software_update_issue
